horizon,mult_mean,mult_mean_predicted,mult_variance,mult_variance_predicted,mult_skew_empirical,mult_skew_predicted,mult_excess_kurt_empirical,mult_excess_kurt_predicted,log_mean,log_mean_predicted,log_variance,log_variance_predicted,log_skew,log_skew_predicted,log_excess_kurt,log_excess_kurt_predicted,l1_density_distance_mult_side
1,1.650602532458383,1.6487212707001282,4.726240367585824,4.670774270471604,6.29736007597553,6.184877138632554,103.73433599374998,110.93639217631153,0.00013067555263736723,0.0,1.0024013107453176,1.0,-0.0035784432046435236,0.0,0.007905055950536255,0.0,0.011109212323995648
2,2.722326008419887,2.718281828459045,45.65940473201141,47.20909393421359,17.90208853037042,23.732324866986122,890.7503810336021,3945.6100241266313,0.004412325966864741,0.0,2.000443411964455,2.0,-0.004793305431286537,0.0,-0.007127662809539359,0.0,0.012491299416962207
10,144.06357005032513,148.4131591025766,26497054.083367407,485143168.94399554,151.49409945892256,3269239.984630479,29149.687175974857,2.3540664124167862e+17,-0.001674155562209566,0.0,10.00043449374304,10.0,-0.00016458155892214486,0.0,-0.00900912288813105,0.0,0.01239453844258426
100,510355823632676.9,5.184705528587072e+21,5.071695586630926e+34,7.22597376812575e+86,447.20406287143845,1.39370958066638e+65,199991.31338871105,5.221469689764144e+173,0.006761876360726029,0.0,99.84439675719662,100.0,0.005151112573017272,0.0,0.01683875704459936,0.0,0.03397300032806817
