horizon,x,empirical_density,analytical_chi_squared_density,abs_diff
2,18.637222108189267,1.6767526336027114e-05,4.486923287860695e-05,2.8101706542579835e-05
2,18.935417554541836,6.707010534410766e-05,3.865416766479962e-05,2.8415937679308038e-05
2,19.2336130008944,5.030257900808074e-05,3.329998268302981e-05,1.7002596325050928e-05
2,19.53180844724697,1.6767526336027114e-05,2.868743304230793e-05,1.1919906706280816e-05
2,19.83000389359954,1.6767526336026914e-05,2.471379106681333e-05,7.946264730786417e-06
2,20.128199339952104,1.6767526336027114e-05,2.129055841257543e-05,4.523032076548317e-06
2,20.42639478630467,0.0,1.8341495090487337e-05,1.8341495090487337e-05
2,20.72459023265724,1.6767526336027114e-05,1.5800921499347197e-05,9.666048366799171e-07
2,21.022785679009807,0.0,1.3612255652922278e-05,1.3612255652922278e-05
2,21.320981125362373,1.6767526336026914e-05,1.1726753023117678e-05,5.040773312909236e-06
2,21.61917657171494,1.6767526336027114e-05,1.0102420933864642e-05,6.665105402162472e-06
2,21.91737201806751,3.353505267205383e-05,8.703083327822415e-06,2.4831969344231416e-05
2,22.215567464420076,1.6767526336027114e-05,7.4975750769914874e-06,9.269951259035627e-06
2,22.51376291077264,0.0,6.45904789345376e-06,6.45904789345376e-06
2,22.811958357125214,0.0,5.564372381939494e-06,5.564372381939494e-06
2,23.11015380347778,0.0,4.793622917128593e-06,4.793622917128593e-06
2,23.408349249830344,0.0,4.1296338732116e-06,4.1296338732116e-06
2,23.706544696182913,3.353505267205423e-05,3.5576173223470755e-06,2.9977435349707152e-05
10,0.6795178501086261,0.00021747627426765582,0.00019764545508612423,1.9830819181531587e-05
10,1.2542931924807232,0.0019398883664674903,0.00172134821954252,0.00021854014692497038
10,1.8290685348528206,0.0059327527620216475,0.005839578608138784,9.31741538828636e-05
10,2.4038438772249178,0.01363141287109667,0.013070004785840694,0.0005614080852559752
10,2.9786192195970154,0.02310467937819576,0.023115313317475305,1.0633939279545979e-05
10,3.5533945619691125,0.034813601984766324,0.03512389646620013,0.00031029448143380517
10,4.12816990434121,0.048288431938390386,0.04800078375397588,0.00028764818441450596
10,4.702945246713306,0.05977117921972249,0.060657832231153216,0.0008866530114307256
10,5.277720589085404,0.07231521071948087,0.07217418567691113,0.00014102504256974235
10,5.852495931457501,0.08143181613678113,0.08187473693277171,0.00044292079599057843
10,6.427271273829598,0.090522324401169,0.0893472269034713,0.0011750974976977024
10,7.002046616201696,0.09450648974575246,0.09441992851253321,8.656123321924836e-05
10,7.5768219585737935,0.09846455793742394,0.0971183120176373,0.0013462459197866317
10,8.151597300945891,0.09777733291073801,0.09761415161316425,0.00016318129757375566
10,8.726372643317987,0.09782952721656224,0.09617585504386426,0.0016536721726979758
10,9.301147985690086,0.09221863934045672,0.09312501897334288,0.000906379632886159
10,9.875923328062182,0.08874771800314493,0.08880146199513603,5.3743991991095363e-05
10,10.450698670434281,0.0826844794765627,0.08353715884547361,0.0008526793689109108
10,11.025474012806377,0.0773345631295786,0.07763840375358409,0.00030384062400548584
10,11.600249355178473,0.07121043124620118,0.07137496976116517,0.00016453851496399385
10,12.175024697550572,0.06457305535555233,0.0649748314929491,0.0004017761373967671
10,12.749800039922668,0.05907525514206599,0.0586230450330187,0.00045221010904729353
10,13.324575382294768,0.05203772290676466,0.05246353033305693,0.0004258074262922726
10,13.899350724666863,0.04554823088261781,0.04660271018240924,0.0010544792997914318
10,14.474126067038961,0.041337890212796116,0.041114180960408954,0.00022370925238716227
10,15.048901409411059,0.03521375832941881,0.03604379803409007,0.0008300397046712635
10,15.623676751783155,0.03127308823968889,0.03141473927824067,0.0001416510385517794
10,16.19845209415525,0.026975757060160095,0.027232258653066756,0.0002565015929066605
10,16.77322743652735,0.023739710099057225,0.023487958105547303,0.0002517519935099216
10,17.34800277889945,0.020425371679218287,0.020163493180178724,0.00026187849903956326
10,17.922778121271545,0.017458995298207346,0.01723368990902261,0.00022530538918473508
10,18.49755346364364,0.014553512273991565,0.014669092459433392,0.00011558018544182737
10,19.07232880601574,0.011943796982779689,0.012437987115177044,0.0004941901323973555
10,19.647104148387836,0.010891211815324164,0.010507962416146013,0.00038324939917815104
