component,empirical,planted
s0_trace_over_3,0.23213921139820004,0.2333333333333333
rotor_energy_frobenius_squared,0.5879130734089845,0.5900000000000001
e12_bivector,0.1510224898919872,0.15000000000000002
e13_bivector,0.1497457996827811,0.15000000000000002
e23_bivector,0.49872330979079105,0.5
spin2_energy_frobenius_squared,0.9194262871001295,0.9166666666666666
det_M,-0.0022147156194168506,0.0
