horizon,bin_centre,empirical_density,analytical_density_N_0_n,abs_diff
100,9.521071033591571,0.025369744656391486,0.025355044001180077,1.470065521140887e-05
100,10.682296753401015,0.022833631349769866,0.022548630516859246,0.0002850008329106195
100,11.84352247321046,0.02030182383823589,0.01978425718767906,0.0005175666505568312
100,13.004748193019903,0.016818435612332847,0.017126282553246688,0.0003078469409138404
100,14.165973912829347,0.014687067043949653,0.014626830801454398,6.023624249525475e-05
100,15.327199632638791,0.012297350770307889,0.01232483595485922,2.7485184551331518e-05
100,16.488425352448235,0.010506140013848479,0.010246034982466446,0.00026010503138203245
100,17.649651072257676,0.00832310190441362,0.008403772716376049,8.067081196242928e-05
100,18.81087679206712,0.0070227517879453945,0.006800432576512454,0.00022231921143294094
100,19.972102511876564,0.005218623646223128,0.00542928396657828,0.0002106603203551518
100,21.133328231686008,0.004185232825188794,0.004276538163672688,9.130533848389442e-05
100,22.294553951495452,0.003289627446959133,0.0033234253178165765,3.3797870857443357e-05
100,23.455779671304896,0.002635146593637389,0.0025481399275920067,8.700666604538219e-05
100,24.61700539111434,0.0018428802975111376,0.0019275444374775455,8.466413996640796e-05
100,25.778231110923784,0.0015113340757626202,0.0014385643782469021,7.276969751571802e-05
100,26.939456830733228,0.0009860270750702115,0.001059248803666981,7.322172859676956e-05
100,28.100682550542665,0.0007664315256004264,0.0007695032160971566,3.0716904967302127e-06
100,29.26190827035211,0.0005985055171823481,0.0005515268669545662,4.697865022778192e-05
100,30.423133990161553,0.00037029837753728466,0.0003900018656573089,1.9703488120024256e-05
100,31.584359709970997,0.00025834770525856755,0.0002720886793877021,1.3740974129134549e-05
100,32.74558542978044,0.00016792600841807095,0.00018728286220107124,1.9356853783000295e-05
100,33.906811149589885,0.0001119506722787126,0.0001271830923247391,1.5232420046026518e-05
100,35.06803686939933,8.61159017528569e-05,8.521273396904072e-05,9.031677838161796e-07
100,36.22926258920877,6.889272140228467e-05,5.63278786560725e-05,1.2564842746212174e-05
100,37.39048830901822,2.583477052585707e-05,3.6735509619343246e-05,1.0900739093486175e-05
100,38.55171402882766,3.0140565613499545e-05,2.3637008935528892e-05,6.5035566779706525e-06
100,39.712939748637105,3.444636070114276e-05,1.5005233111670457e-05,1.9441127589472298e-05
100,40.87416546844655,0.0,9.398028357334815e-06,9.398028357334815e-06
100,42.03539118825599,0.0,5.8073036189596185e-06,5.8073036189596185e-06
100,43.19661690806544,0.0,3.540430642797871e-06,3.540430642797871e-06
100,44.35784262787488,4.305795087642845e-06,2.129518544592688e-06,2.1762765430501566e-06
100,45.519068347684325,4.305795087642766e-06,1.2637190690954124e-06,3.0420760185473536e-06
1000,-142.23104366851652,1.4020237596341757e-06,5.106144338067956e-07,8.914093258273801e-07
1000,-138.66477029715466,1.4020237596341642e-06,8.425983602383119e-07,5.594253993958523e-07
1000,-135.0984969257928,0.0,1.372854912703899e-06,1.372854912703899e-06
1000,-131.5322235544309,2.8040475192683513e-06,2.2085395692267333e-06,5.95507950041618e-07
1000,-127.96595018306905,1.4020237596341697e-06,3.5080214256340726e-06,2.105997665999903e-06
1000,-124.3996768117072,1.2618213836707529e-05,5.501685995171827e-06,7.116527841535702e-06
1000,-120.83340344034532,8.412142557805052e-06,8.519338455682023e-06,1.0719589787697159e-07
