horizon,median_empirical,iqr_empirical,iqr_predicted_2n,l1_density_distance,fraction_in_window_50n,mean_run_1,mean_run_2,mean_run_3,mean_run_4,mean_run_5,variance_run_1,variance_run_2,variance_run_3,variance_run_4,variance_run_5
1,0.0015346670624812385,2.0080347901847206,2.0,0.027158978163896653,0.98681,1.2682746782767216,-12.220293298952432,1.357178508006855,0.549738320216433,-41.259027723959065,46766.58650911786,2160222.2915334413,58766.0245452465,6878.771367752584,18655265.457403947
2,-0.015281253464457668,4.001229478414116,4.0,0.024818628472156937,0.987045,51.516125964050836,-0.7291301848661147,2.695945456122327,-0.0973318782224619,2.660701714222628,71705291.63091376,48628.411143298756,273370.00084132346,28302.537083726238,67180.39552454937
10,0.022541196097968508,19.95423167891072,20.0,0.023316059520905433,0.987165,7.950010698465613,6.690689797799584,-17.4615294458986,3.207164756102207,7.2895861451323025,741373.914222456,1140210.6155132123,2391484.867380359,1314625.681914816,949047.1007170585
100,0.08514405739277964,199.51472989968954,200.0,0.02298439068361021,0.987395,-107.14691325668147,-13.19883629871565,41.33329462354011,817.6700500021465,-41.3857294715319,144828697.4839252,85375173.2528395,115607719.43256855,16438676667.651415,227932630.3514002
