k,z,p_path_count,smooth_bell
414,14.66860593239862,6.905674672099731e-53,6.75021364066476e-49
415,14.758048651498612,1.4310554742182574e-53,1.8104476856863588e-49
416,14.847491370598602,2.924031617994036e-54,4.817038151746786e-50
417,14.936934089698594,5.8901356333692805e-55,1.2714516101311464e-50
418,15.026376808798586,1.1695723865302639e-55,3.329240969223209e-51
419,15.115819527898578,2.2889006132573184e-56,8.648011705055558e-52
420,15.205262246998569,4.4143083255676857e-57,2.2285016054790532e-52
421,15.29470496609856,8.388234347872086e-58,5.696856473472021e-53
422,15.384147685198553,1.5703092736537793e-58,1.4447185490202492e-53
423,15.473590404298545,2.895605752836756e-59,3.634602021411069e-54
424,15.563033123398535,5.258529315293165e-60,9.071019966961237e-55
425,15.652475842498527,9.403487716759543e-61,2.24585144661299e-55
426,15.741918561598519,1.655543612105553e-61,5.516092922655013e-56
427,15.831361280698511,2.8690919741407715e-62,1.3440262938831393e-56
428,15.920803999798501,4.893544722249447e-63,3.248699943097391e-57
429,16.010246718898493,8.212942191187883e-64,7.789993237629995e-58
430,16.099689437998485,1.3560904548240458e-64,1.8530630855242155e-58
431,16.189132157098477,2.2024670960019306e-65,4.372894228738672e-59
432,16.27857487619847,3.517829389447528e-66,1.023701607055964e-59
433,16.36801759529846,5.524535761718981e-67,2.3774064765754254e-60
434,16.45746031439845,8.52866119896709e-68,5.477206842698015e-61
435,16.54690303349844,1.2940037681191449e-68,1.2518159671519758e-61
436,16.636345752598434,1.9291340579757893e-69,2.838229277196453e-62
437,16.725788471698426,2.8252764235801032e-70,6.383812291591752e-63
438,16.815231190798418,4.0637537599439846e-71,1.4244210589803824e-63
439,16.90467390989841,5.739242212221573e-72,3.1529879215113364e-64
440,16.994116628998402,7.956676703307179e-73,6.923598457332319e-65
441,17.083559348098394,1.0825410480690041e-73,1.5082282880203388e-65
442,17.173002067198382,1.4450208560197112e-74,3.2593270110896356e-66
443,17.262444786298374,1.8919008950145203e-75,6.987381145481017e-67
444,17.351887505398366,2.4287916895456682e-76,1.4860265735578348e-67
445,17.44133022449836,3.0564569576305036e-77,3.1351935848732928e-68
446,17.53077294359835,3.7691733782438945e-78,6.561872568473213e-69
447,17.620215662698342,4.553363812643631e-79,1.3624383716739518e-69
448,17.709658381798334,5.386792010493582e-80,2.8062837740364022e-70
449,17.799101100898326,6.238600992108379e-81,5.734188269004976e-71
450,17.88854381999832,7.07041445772283e-82,1.1623527696804733e-71
451,17.977986539098307,7.838596959781408e-83,2.3373815187154477e-72
452,18.0674292581983,8.497594049320553e-84,4.6628012153402885e-73
453,18.15687197729829,9.00407316484297e-85,9.227622946013362e-74
454,18.246314696398283,9.321397329242722e-86,1.8115837808244455e-74
455,18.335757415498275,9.423830266926708e-87,3.528195578524063e-75
456,18.425200134598267,9.29983250025662e-88,6.816673973257543e-76
457,18.51464285369826,8.953886871144229e-89,1.3065259469728187e-76
458,18.60408557279825,8.4064876737817e-90,2.4842151103358587e-77
459,18.69352829189824,7.69221094332966e-91,4.68582433262307e-78
460,18.78297101099823,6.856101058185132e-92,8.768159705911203e-79
461,18.872413730098224,5.948894627492522e-93,1.6276332156321686e-79
462,18.961856449198216,5.021794166065116e-94,2.9973004623122914e-80
463,19.051299168298208,4.121558926792104e-95,5.475574111000908e-81
464,19.1407418873982,3.286587937312669e-96,9.92326721732437e-82
465,19.23018460649819,2.5444551772743243e-97,1.7840431545865512e-82
466,19.319627325598184,1.9110714850772822e-98,3.1818644074777416e-83
467,19.409070044698172,1.3913582546601198e-99,5.629678916138683e-84
468,19.498512763798164,9.810859487988024e-101,9.881234987057417e-85
469,19.587955482898156,6.69397662293426e-102,1.7205388086941188e-85
470,19.677398201998148,4.4151760704460014e-103,2.9719627574374833e-86
471,19.76684092109814,2.812214057608918e-104,5.092697692178319e-87
472,19.856283640198132,1.7278433828529369e-105,8.657212440076054e-88
473,19.945726359298124,1.0228248355154806e-106,1.459936266405061e-88
474,20.035169078398116,5.826217417493244e-108,2.44239196983114e-89
475,20.124611797498105,3.189087428522618e-109,4.053428100314262e-90
476,20.214054516598097,1.6749408763249044e-110,6.673524029116638e-91
477,20.30349723569809,8.427375478364298e-112,1.0899676976324968e-91
478,20.39293995479808,4.055013305489098e-113,1.766028347025746e-92
479,20.482382673898073,1.8624278229803788e-114,2.8386206472209828e-93
480,20.571825392998065,8.148121725539157e-116,4.5262932597811873e-94
481,20.661268112098057,3.387992401471583e-117,7.159845715161075e-95
482,20.75071083119805,1.3355156769286324e-118,1.1235445138790651e-95
483,20.840153550298037,4.977077056876891e-120,1.7490512981109946e-96
484,20.92959626939803,1.7481469001427096e-121,2.7010987064889985e-97
485,21.01903898849802,5.767082557171825e-123,4.138128827203499e-98
486,21.108481707598013,1.7799637522135264e-124,6.2891681008858766e-99
487,21.197924426698005,5.116938918067632e-126,9.482176680404697e-100
488,21.287367145797997,1.3631189740753938e-127,1.4182360733131918e-100
489,21.37680986489799,3.3450772369948315e-129,2.104333922179339e-101
490,21.46625258399798,7.509357062641459e-131,3.0974651502720864e-102
491,21.55569530309797,1.529400623755898e-132,4.522971442027589e-103
492,21.645138022197962,2.7976840678461547e-134,6.55189466417381e-104
493,21.734580741297954,4.539852442752381e-136,9.415331417692084e-105
494,21.824023460397946,6.432989291349527e-138,1.342239332105769e-105
495,21.913466179497938,7.797562777393366e-140,1.8982349021423478e-106
496,22.00290889859793,7.860446348178797e-142,2.6631497757930433e-107
497,22.092351617697922,6.326314968353156e-144,3.706524486652342e-108
498,22.181794336797914,3.811033113465757e-146,5.117570089462426e-109
499,22.271237055897906,1.5274681817498023e-148,7.009489174976259e-110
500,22.360679774997894,3.054936363499605e-151,9.52433326829295e-111
