horizon,k,p_empirical,p_markov_DP,p_iid_path_count,abs_diff_emp_vs_markov,abs_diff_emp_vs_iid
500,19,0.0,4.5292548529173847e-57,3.3879924014717536e-117,4.5292548529173847e-57,3.3879924014717536e-117
500,20,0.0,2.648292931267666e-56,8.148121725539579e-116,2.648292931267666e-56,8.148121725539579e-116
500,21,0.0,1.4894240379240412e-55,1.8624278229800838e-114,1.4894240379240412e-55,1.8624278229800838e-114
500,22,0.0,8.074008290974184e-55,4.055013305489692e-113,8.074008290974184e-55,4.055013305489692e-113
500,23,0.0,4.226677627031457e-54,8.427375478365777e-112,4.226677627031457e-54,8.427375478365777e-112
500,24,0.0,2.140400263363975e-53,1.6749408763246772e-110,2.140400263363975e-53,1.6749408763246772e-110
500,25,0.0,1.0501687507438274e-52,3.189087428522036e-109,1.0501687507438274e-52,3.189087428522036e-109
500,26,0.0,4.9993888299672946e-52,5.826217417496437e-108,4.9993888299672946e-52,5.826217417496437e-108
500,27,0.0,2.3122978233439525e-51,1.022824835515769e-106,2.3122978233439525e-51,1.022824835515769e-106
500,28,0.0,1.0403281897592537e-50,1.7278433828523976e-105,1.0403281897592537e-50,1.7278433828523976e-105
500,29,0.0,4.558139808468254e-50,2.812214057610511e-104,4.558139808468254e-50,2.812214057610511e-104
500,30,0.0,1.946932587987344e-49,4.4151760704466756e-103,1.946932587987344e-49,4.4151760704466756e-103
500,31,0.0,8.114905900797346e-49,6.693976622930378e-102,8.114905900797346e-49,6.693976622930378e-102
