horizon,x,empirical_density,analytical_cauchy_density_scale_n,abs_diff
100,-4450.0,1.5191488715255798e-06,1.6066114129150318e-06,8.746254138945195e-08
100,-4350.0,1.8736169415482153e-06,1.681288187950829e-06,1.9232875359738635e-07
100,-4250.0,1.974893532983254e-06,1.7612941551184987e-06,2.1359937786475512e-07
100,-4150.0,1.974893532983254e-06,1.8471486214060101e-06,1.2774491157724367e-07
100,-4050.0,2.0255318287007734e-06,1.9394357117062646e-06,8.60961169945088e-08
100,-3950.0,2.1268084201358117e-06,2.038814323034688e-06,8.799409710112379e-08
100,-3850.0,2.2280850115708505e-06,2.146029908537271e-06,8.205510303357967e-08
100,-3750.0,1.7723403501131765e-06,2.2619284859391768e-06,4.895881358260003e-07
100,-3650.0,2.582553081593486e-06,2.387473363463647e-06,1.950797181298391e-07
100,-3550.0,2.7851062644635634e-06,2.523765202646507e-06,2.613410618170566e-07
100,-3450.0,2.9876594473336405e-06,2.672066200913248e-06,3.1559324642039246e-07
100,-3350.0,3.0382977430511597e-06,2.8338293895730306e-06,2.0446835347812912e-07
100,-3250.0,2.6838296730285247e-06,3.0107343219086374e-06,3.269046488801127e-07
100,-3150.0,3.2914892216387568e-06,3.2047307947021464e-06,8.675842693661041e-08
100,-3050.0,4.000425361684027e-06,3.418092737544061e-06,5.823326241399664e-07
100,-2950.0,3.949787065966508e-06,3.6534850638024756e-06,2.9630200216403204e-07
100,-2850.0,3.899148770248989e-06,3.914047171027245e-06,1.4898400778256175e-08
100,-2750.0,3.0382977430511597e-06,4.203498001766796e-06,1.1652002587156367e-06
100,-2650.0,5.2157444589044914e-06,4.526269266744269e-06,6.894751921602228e-07
100,-2550.0,4.608084910294259e-06,4.887675795528456e-06,2.795908852341967e-07
100,-2450.0,5.2157444589044914e-06,5.294135321144127e-06,7.839086223963584e-08
100,-2350.0,4.911914684599375e-06,5.75345478868126e-06,8.415401040818853e-07
100,-2250.0,6.7348933304300715e-06,6.27520721900031e-06,4.596861114297618e-07
100,-2150.0,7.291914583322784e-06,6.871233376876216e-06,4.206812064465675e-07
100,-2050.0,8.152765610520613e-06,7.556317772908978e-06,5.964478376116354e-07
100,-1950.0,8.861701750565882e-06,8.349111768755166e-06,5.125899818107164e-07
100,-1850.0,9.975744256351308e-06,9.273412561800165e-06,7.023316945511432e-07
100,-1750.0,1.0178297439221385e-05,1.0359963748862186e-05,1.8166630964080072e-07
100,-1650.0,1.210255267648712e-05,1.164903517598502e-05,4.535175005021003e-07
100,-1550.0,1.2659573929379833e-05,1.3194192173421376e-05,5.346182440415432e-07
100,-1450.0,1.4279999392340451e-05,1.5067923606333287e-05,7.879242139928354e-07
100,-1350.0,1.741957372682665e-05,1.7370252997751195e-05,4.9320729075455195e-08
100,-1250.0,2.045787146987781e-05,2.0242282110256963e-05,2.155893596208465e-07
100,-1150.0,2.440765853584432e-05,2.3888171571016186e-05,5.194869648281344e-07
100,-1050.0,2.8965105150421056e-05,2.8612124600790172e-05,3.52980549630884e-07
100,-950.0,3.448467938363066e-05,3.4883275198223636e-05,3.9859581459297404e-07
100,-850.0,4.344765772563159e-05,4.345527456434003e-05,7.61683870844314e-09
100,-750.0,5.6005955063576385e-05,5.559998011943942e-05,4.05974944136965e-07
100,-650.0,7.666637971632428e-05,7.359766154538513e-05,3.0687181709391457e-06
100,-550.0,0.00010725191032970594,0.00010185916357881301,5.392746750892925e-06
100,-450.0,0.00015515573807847922,0.0001497928876159015,5.3628504625777155e-06
100,-350.0,0.00024402594706272564,0.00024023387636512504,3.7920706976005993e-06
100,-250.0,0.0004573650869206346,0.000439048118874194,1.831696804644058e-05
100,-150.0,0.0010374267643648185,0.0009794150344116636,5.801172995315495e-05
100,-50.0,0.0025312058497359213,0.0025464790894703256,1.5273239734404313e-05
100,50.0,0.0025403713812607925,0.0025464790894703256,6.107708209533106e-06
100,150.0,0.0010271978286298796,0.0009794150344116636,4.778279421821605e-05
100,250.0,0.0004573144486249171,0.000439048118874194,1.826632975072311e-05
100,350.0,0.0002459502022999914,0.00024023387636512504,5.716325934866374e-06
100,450.0,0.00015313020624977845,0.0001497928876159015,3.3373186338769454e-06
