horizon,x,empirical_density,analytical_cauchy_density_scale_n,abs_diff
100,550.0,0.00010284637860228175,0.00010185916357881301,9.872150234687392e-07
100,650.0,7.666637971632428e-05,7.359766154538513e-05,3.0687181709391457e-06
100,750.0,5.6411061429316534e-05,5.559998011943942e-05,8.110813098771149e-07
100,850.0,4.24348918112812e-05,4.345527456434003e-05,1.0203827530588281e-06
100,950.0,3.4282126200760584e-05,3.4883275198223636e-05,6.011489974630524e-07
100,1050.0,2.9724679586183848e-05,2.8612124600790172e-05,1.1125549853936762e-06
100,1150.0,2.4762126605866952e-05,2.3888171571016186e-05,8.739550348507664e-07
100,1250.0,2.0660424652747887e-05,2.0242282110256963e-05,4.1814254249092486e-07
100,1350.0,1.828042475402448e-05,1.7370252997751195e-05,9.101717562732831e-07
100,1450.0,1.5191488715255799e-05,1.5067923606333287e-05,1.2356510892251208e-07
100,1550.0,1.4178722800905412e-05,1.3194192173421376e-05,9.84530627484036e-07
100,1650.0,1.1697446310746966e-05,1.164903517598502e-05,4.841113476194529e-08
100,1750.0,9.621276186328673e-06,1.0359963748862186e-05,7.386875625335128e-07
100,1850.0,1.0988510170701695e-05,9.273412561800165e-06,1.7150976089015299e-06
100,1950.0,7.646382653345419e-06,8.349111768755166e-06,7.02729115409747e-07
100,2050.0,7.393191174757822e-06,7.556317772908978e-06,1.631265981511559e-07
100,2150.0,7.848935836215497e-06,6.871233376876216e-06,9.777024593392813e-07
100,2250.0,6.076595486102319e-06,6.27520721900031e-06,1.9861173289799033e-07
100,2350.0,6.1778720775373585e-06,5.75345478868126e-06,4.2441728885609847e-07
100,2450.0,5.4689359374920885e-06,5.294135321144127e-06,1.7480061634796126e-07
100,2550.0,5.165106163186972e-06,4.887675795528456e-06,2.7743036765851626e-07
100,2650.0,4.456170023141701e-06,4.526269266744269e-06,7.009924360256768e-08
100,2750.0,4.6587232060117785e-06,4.203498001766796e-06,4.552252042449821e-07
100,2850.0,4.456170023141701e-06,3.914047171027245e-06,5.421228521144559e-07
100,2950.0,3.0889360387686793e-06,3.6534850638024756e-06,5.645490250337963e-07
100,3050.0,3.190212630203718e-06,3.418092737544061e-06,2.2788010734034283e-07
100,3150.0,2.8863828558986018e-06,3.2047307947021464e-06,3.183479388035446e-07
100,3250.0,2.937021151616121e-06,3.0107343219086374e-06,7.371317029251642e-08
100,3350.0,3.190212630203718e-06,2.8338293895730306e-06,3.5638324063068746e-07
100,3450.0,3.3927658130737955e-06,2.672066200913248e-06,7.206996121605475e-07
100,3550.0,2.8863828558986018e-06,2.523765202646507e-06,3.626176532520949e-07
100,3650.0,2.481276490158447e-06,2.387473363463647e-06,9.380312669480034e-08
100,3750.0,2.6331913773110055e-06,2.2619284859391768e-06,3.7126289137182873e-07
100,3850.0,2.27872330728837e-06,2.146029908537271e-06,1.3269339875109926e-07
100,3950.0,2.7344679687460443e-06,2.038814323034688e-06,6.956536457113563e-07
100,4050.0,1.4178722800905415e-06,1.9394357117062646e-06,5.215634316157231e-07
100,4150.0,2.8863828558986018e-06,1.8471486214060101e-06,1.0392342344925916e-06
100,4250.0,2.0761701244182926e-06,1.7612941551184987e-06,3.148759692997939e-07
100,4350.0,2.27872330728837e-06,1.681288187950829e-06,5.974351193375412e-07
100,4450.0,1.7723403501131765e-06,1.6066114129150318e-06,1.6572893719814472e-07
100,4550.0,1.215319097220464e-06,1.5368008988957908e-06,3.2148180167532683e-07
100,4650.0,1.4178722800905415e-06,1.4714429038890126e-06,5.3570623798471125e-08
100,4750.0,1.7723403501131765e-06,1.410166734671794e-06,3.621736154413825e-07
100,4850.0,1.1646808015029446e-06,1.3526394823490522e-06,1.8795868084610754e-07
100,4950.0,1.5191488715255798e-06,1.2985614938655407e-06,2.205873776600391e-07
