q,rho,var_per_step_n50,var_per_step_n100,var_per_step_n500,var_per_step_n1000,var_predicted_long_run,iid_variance_per_step
0.3,-0.4,0.101918,0.10424831,0.10022415800000001,0.101087116,0.10714285714285715,0.25
0.5,0.0,0.26605632,0.2525190000000001,0.262870382,0.2544122239999999,0.25,0.25
0.7,0.3999999999999999,0.54452632,0.57990796,0.559056142,0.5979133190000001,0.5833333333333333,0.25
