horizon,k,p_convolution_exact,p_convolution_empirical,p_path_count,abs_diff_exact,abs_diff_empirical
500,54,3.769173378243896e-78,3.555203911683145e-79,3.7691733782438945e-78,1.4382109761614433e-93,3.41365298707558e-78
500,55,3.0564569576305048e-77,2.917751363230926e-78,3.0564569576305036e-77,1.1505687809291547e-92,2.764681821307411e-77
500,56,2.4287916895456685e-76,2.3465610677953233e-77,2.4287916895456682e-76,3.068183415811079e-92,2.194135582766136e-76
500,57,1.8919008950145206e-75,1.8499141388431126e-76,1.8919008950145203e-75,2.4545467326488633e-91,1.706909481130209e-75
500,58,1.4450208560197112e-74,1.4300094277536664e-75,1.4450208560197112e-74,0.0,1.3020199132443446e-74
500,59,1.0825410480690038e-73,1.084228339647245e-74,1.0825410480690041e-73,3.141819817790545e-89,9.741182141042796e-74
500,60,7.956676703307177e-73,8.065284473023835e-74,7.956676703307179e-73,2.513455854232436e-88,7.150148256004796e-73
500,61,5.739242212221571e-72,5.887814624038116e-73,5.739242212221573e-72,2.010764683385949e-87,5.150460749817761e-72
500,62,4.063753759943982e-71,4.219282020627717e-72,4.0637537599439846e-71,2.4129176200631386e-86,3.641825557881213e-71
500,63,2.8252764235801025e-70,2.968818942520439e-71,2.8252764235801032e-70,6.434446986835036e-86,2.5283945293280592e-70
500,64,1.929134057975789e-69,2.0516192799747243e-70,1.9291340579757893e-69,2.5737787947340145e-85,1.723972129978317e-69
500,65,1.2940037681191447e-68,1.392776725128298e-69,1.2940037681191449e-68,2.0590230357872116e-84,1.1547260956063152e-68
500,66,8.528661198967088e-68,9.290485682022356e-69,8.52866119896709e-68,1.6472184286297693e-83,7.599612630764854e-68
500,67,5.524535761718979e-67,6.090668204320984e-68,5.524535761718981e-67,1.976662114355723e-82,4.915468941286883e-67
500,68,3.5178293894475274e-66,3.9251433430965375e-67,3.517829389447528e-66,5.271098971615262e-82,3.125315055137874e-66
500,69,2.2024670960019306e-65,2.4871488288615907e-66,2.2024670960019306e-65,0.0,1.9537522131157715e-65
500,70,1.3560904548240463e-64,1.549860465810264e-65,1.3560904548240458e-64,5.060255012750651e-80,1.2011044082430195e-64
500,71,8.212942191187886e-64,9.499796529886417e-65,8.212942191187883e-64,2.698802673467014e-79,7.262962538199241e-64
500,72,4.893544722249449e-63,5.7286289788581505e-64,4.893544722249447e-63,2.1590421387736112e-78,4.3206818243636314e-63
500,73,2.8690919741407723e-62,3.399250740289677e-63,2.8690919741407715e-62,8.636168555094445e-78,2.5291669001118037e-62
500,74,1.6555436121055535e-61,1.9851391409270687e-62,1.655543612105553e-61,3.454467422037778e-77,1.4570296980128462e-61
500,75,9.403487716759541e-61,1.141171414727218e-61,9.403487716759543e-61,1.3817869688151111e-76,8.262316302032324e-61
500,76,5.258529315293163e-60,6.458591527674229e-61,5.258529315293165e-60,2.210859150104178e-75,4.6126701625257427e-60
500,77,2.895605752836755e-59,3.599353869424699e-60,2.895605752836756e-59,8.843436600416711e-75,2.535670365894286e-59
500,78,1.5703092736537785e-58,1.975522167475684e-59,1.5703092736537793e-58,7.074749280333369e-74,1.3727570569062109e-58
500,79,8.388234347872082e-58,1.0680187158428892e-58,8.388234347872086e-58,4.2448495682000214e-73,7.320215632029197e-58
500,80,4.414308325567684e-57,5.688300989010005e-58,4.4143083255676857e-57,1.6979398272800086e-72,3.845478226666685e-57
500,81,2.288900613257318e-56,2.985096919636967e-57,2.2889006132573184e-56,4.527839539413356e-72,1.9903909212936217e-56
500,82,1.1695723865302637e-55,1.5437259446727393e-56,1.1695723865302639e-55,1.8111358157653425e-71,1.01519979206299e-55
500,83,5.89013563336928e-55,7.8682833087979e-56,5.8901356333692805e-55,7.24454326306137e-71,5.103307302489491e-55
500,84,2.924031617994035e-54,3.953196062814191e-55,2.924031617994036e-54,1.1591269220898192e-69,2.528712011712617e-54
500,85,1.431055474218257e-53,1.9580976914469028e-54,1.4310554742182574e-53,4.636507688359277e-69,1.235245705073567e-53
500,86,6.90567467209973e-53,9.563031739298201e-54,6.905674672099731e-53,9.273015376718553e-69,5.949371498169911e-53
500,87,3.286148637068147e-52,4.605621904888955e-53,3.286148637068148e-52,7.418412301374843e-68,2.8255864465792522e-52
500,88,1.542249303533119e-51,2.187596691283443e-52,1.5422493035331195e-51,5.934729841099874e-67,1.3234896344047751e-51
500,89,7.139401270288146e-51,1.0249107858721218e-51,7.139401270288148e-51,2.3738919364399497e-66,6.114490484416027e-51
500,90,3.260326580098253e-50,4.7369300580304356e-51,3.2603265800982545e-50,1.4243351618639698e-65,2.786633574295211e-50
500,91,1.4689383492750371e-49,2.159986481233813e-50,1.4689383492750377e-49,5.697340647455879e-65,1.2529397011516564e-49
500,92,6.530388965798807e-49,9.71847473591087e-50,6.530388965798809e-49,1.5192908393215678e-64,5.558541492207722e-49
500,93,2.864944836608509e-48,4.315060814786726e-49,2.86494483660851e-48,6.077163357286271e-64,2.4334387551298372e-48
500,94,1.2404601579783652e-47,1.8908848089900114e-48,1.2404601579783655e-47,2.4308653429145085e-63,1.0513716770793643e-47
500,95,5.301334990939119e-47,8.178602434021438e-48,5.30133499093912e-47,9.723461371658034e-63,4.483474747536975e-47
500,96,2.2365006993024407e-46,3.49200200127154e-47,2.236500699302441e-46,3.8893845486632136e-62,1.887300499175287e-46
500,97,9.314910129053464e-46,1.471958992475248e-46,9.314910129053466e-46,1.5557538194652854e-61,7.842951136578217e-46
500,98,3.8305191653148426e-45,6.126130977819264e-46,3.830519165314843e-45,6.223015277861142e-61,3.217906067532917e-45
500,99,1.555422933794512e-44,2.5176116100663008e-45,1.5554229337945122e-44,2.4892061111444567e-60,1.3036617727878822e-44
500,100,6.237245964515992e-44,1.0217501299501067e-44,6.237245964515994e-44,1.9913648889155653e-59,5.215495834565888e-44
500,101,2.4701964215904922e-43,4.0953866993238927e-44,2.4701964215904926e-43,3.982729777831131e-59,2.060657751658103e-43
500,102,9.662827178574574e-43,1.6213591833238794e-43,9.662827178574574e-43,0.0,8.041467995250693e-43
500,103,3.733791472886097e-42,6.340692315960633e-43,3.733791472886098e-42,6.372367644529809e-58,3.0997222412900346e-42
500,104,1.4253030910920964e-41,2.449657926920165e-42,1.4253030910920969e-41,5.0978941156238473e-57,1.1803372984000804e-41
500,105,5.375428800690192e-41,9.350243616889406e-42,5.375428800690194e-41,2.039157646249539e-56,4.4404044390012533e-41
500,106,2.0031079021439868e-40,3.5263527448116475e-41,2.003107902143987e-40,4.078315292499078e-56,1.6504726276628224e-40
500,107,7.375930032193744e-40,1.3141646884527012e-40,7.375930032193747e-40,3.2626522339992623e-55,6.061765343741046e-40
500,108,2.6840189839371685e-39,4.8398308638617176e-40,2.6840189839371695e-39,9.787956701997787e-55,2.2000358975509977e-39
500,109,9.652618731223577e-39,1.76157585958466e-39,9.652618731223581e-39,3.915182680799115e-54,7.891042871638922e-39
500,110,3.431067203553109e-38,6.337194238743255e-39,3.4310672035531094e-38,5.22024357439882e-54,2.797347779678784e-38
500,111,1.2055100985456869e-37,2.253462022249288e-38,1.205510098545687e-37,2.088097429759528e-53,9.801638963207582e-38
500,112,4.186994895841716e-37,7.921244493882067e-38,4.186994895841717e-37,8.352389719038111e-53,3.39487044645351e-37
500,113,1.4376584244129079e-36,2.7526962846174387e-37,1.437658424412908e-36,1.6704779438076223e-52,1.1623887959511641e-36
500,114,4.880472019717503e-36,9.457492524619913e-37,4.8804720197175035e-36,6.681911775230489e-52,3.934722767255512e-36
500,115,1.6381410431399618e-35,3.212750999204187e-36,1.638141043139962e-35,2.6727647100921956e-51,1.3168659432195433e-35
500,116,5.436933634559355e-35,1.0791738270153453e-35,5.436933634559357e-35,2.1382117680737565e-50,4.357759807544012e-35
500,117,1.7844295005733268e-34,3.584663245037198e-35,1.7844295005733275e-34,6.41463530422127e-50,1.4259631760696077e-34
500,118,5.79183473491173e-34,1.1775428665095167e-34,5.791834734911732e-34,1.7105694144590052e-49,4.614291868402215e-34
500,119,1.859227620786791e-33,3.8256454969875995e-34,1.8592276207867913e-33,3.4211388289180104e-49,1.4766630710880313e-33
500,120,5.903047695998062e-33,1.2293061367860404e-33,5.903047695998063e-33,6.842277657836021e-49,4.6737415592120225e-33
500,121,1.853849689652284e-32,3.907238056193089e-33,1.8538496896522842e-32,2.7369110631344083e-48,1.4631258840329754e-32
500,122,5.759090429329636e-32,1.2284595133398457e-32,5.759090429329637e-32,1.0947644252537633e-47,4.530630915989791e-32
