horizon,x,empirical_density,analytical_gamma_density,abs_diff
10,8.851459134746207,0.1320203855971131,0.131592435845895,0.00042794975121809853
10,9.251397369748261,0.13064517324714317,0.1313022468085082,0.000657073561365018
10,9.651335604750315,0.1282573045303772,0.1288255273638428,0.0005682228334656092
10,10.051273839752369,0.1271946404417641,0.12445551582193787,0.0027391246198262276
10,10.451212074754423,0.11713058642607506,0.11853133564509903,0.0014007492190239723
10,10.851150309756477,0.11144220806938127,0.11141002700198425,3.2181067397010765e-05
10,11.251088544758531,0.10076555946143291,0.10344325543330307,0.0026776959718701615
10,11.651026779760585,0.09555225446200147,0.09495943730731167,0.0005928171546897981
10,12.050965014762639,0.08545069465494926,0.08625132797658311,0.0008006333216338535
10,12.450903249764695,0.07791203059102357,0.07756862925573414,0.0003434013352894283
10,12.850841484766748,0.07039837038800605,0.06911487419386791,0.0012834961941381312
10,13.250779719768802,0.06087189938185073,0.06104770797313514,0.00017580859128440984
10,13.650717954770856,0.05512101137288558,0.05348166597597436,0.0016393453969112196
10,14.05065618977291,0.04634465619398658,0.04649261563415191,0.00014795944016533086
10,14.450594424774964,0.04111884926410085,0.04012314410319133,0.0009957051609095213
10,14.850532659777018,0.0340677604878914,0.0343883121883189,0.00032055170042749603
10,15.250470894779072,0.029867111855255986,0.029281336467327036,0.0005857753879289496
10,15.650409129781128,0.024403768246738983,0.02477889297874549,0.0003751247320065085
10,16.050347364783182,0.021540826172710786,0.020845849468812412,0.0006949767038983735
10,16.450285599785236,0.01705263313962711,0.017439325597466585,0.00038669245783947565
10,16.85022383478729,0.01476477986649532,0.014512051326199015,0.0002527285402963049
10,17.250162069789347,0.011976849375192541,0.012015044563392622,3.819518820008007e-05
10,17.6501003047914,0.009313938188432696,0.00989966275389141,0.0005857245654587138
10,18.050038539793455,0.007938725838462767,0.008119102663243696,0.00018037682478092877
10,18.44997677479551,0.0059634208266877795,0.006629431335549185,0.0006660105088614051
10,18.849915009797563,0.005413335886699808,0.005390232045898349,2.310384080145885e-05
10,19.249853244799617,0.004825745155349021,0.004364944557567473,0.00046080059778154814
10,19.64979147980167,0.003363019292199188,0.0035209711906706237,0.00015795189847143563
10,20.049729714803725,0.002850440143574033,0.0028296107047294725,2.0829438844560504e-05
10,20.44966794980578,0.002012810803137804,0.002265871959077745,0.00025306115593994125
10,20.849606184807833,0.001650254819963914,0.0018082095458751707,0.00015795472591125675
10,21.249544419809887,0.0013877142804242003,0.001438214600766877,5.050032034267663e-05
10,21.64948265481194,0.001012656366796038,0.0011402860692790772,0.00012762970248303917
10,22.049420889813995,0.000837629340436229,0.0009013009598251872,6.367161938895815e-05
10,22.44935912481605,0.0006876061749849641,0.0007102965480079269,2.2690373022962794e-05
10,22.849297359818102,0.0005375830095336991,0.0005581730383145159,2.0590028780816724e-05
10,23.249235594820156,0.00036255598317388695,0.00043742172159442095,7.4865738420534e-05
10,23.649173829822214,0.00020003088726835318,0.0003418810529624448,0.00014185016569409162
10,24.049112064824268,0.0002500386090854415,0.00026652117395981273,1.6482564874371246e-05
10,24.44905029982632,0.00018752895681408113,0.0002072560803178736,1.9727123503792462e-05
10,24.848988534828376,0.00020003088726835318,0.00016078177054622319,3.924911672213e-05
10,25.24892676983043,0.00020003088726835318,0.00012443819462502404,7.559269264332914e-05
10,25.648865004832484,0.00010001544363417659,9.609256684633166e-05,3.922876787844931e-06
10,26.048803239834537,5.0007721817088296e-05,7.40415390585326e-05,2.4033817241444302e-05
10,26.44874147483659,3.750579136281623e-05,5.6929791807892795e-05,1.9424000445076568e-05
10,26.848679709838645,6.250965227136037e-05,4.3682745765618564e-05,1.8826906505741808e-05
10,27.2486179448407,1.2501930454272074e-05,3.345129006730311e-05,2.0949359613031037e-05
10,27.648556179842753,0.0,2.556664258887742e-05,2.556664258887742e-05
10,28.048494414844807,5.0007721817088296e-05,1.950368188458306e-05,3.0504039932505237e-05
10,28.44843264984686,2.5003860908544148e-05,1.4851309408004598e-05,1.015255150053955e-05
