horizon,median_empirical,iqr_empirical,iqr_predicted_alpha_stable_n_pow_2_3,iqr_if_gaussian_n_pow_1_2,iqr_if_cauchy_n
1,-0.0012438978206359293,1.9359388005166034,1.9304431907197919,1.9304431907197919,1.9304431907197919
10,-0.01973128626640519,8.968414686653578,8.96032355796881,6.104597376237364,19.30443190719792
100,-0.013407180278534117,41.69269189683512,41.590137772225546,19.30443190719792,193.04431907197917
1000,-0.5416939141430577,194.1588581284794,193.04431907197915,61.045973762373634,1930.4431907197918
