horizon,x,empirical_density,analytical_lognormal_density,abs_diff
100,2520.504050477804,1.1317785288272162e-05,1.1647072447607152e-05,3.2928715933498975e-07
100,6331.783159607749,4.210583072190566e-06,4.295402213640249e-06,8.481914144968333e-08
100,15906.135113209712,1.5340146162068767e-06,1.5707463112582942e-06,3.673169505141754e-08
100,39957.959371330784,5.414534108099349e-07,5.695389267622107e-07,2.8085515952275803e-08
100,100378.7850258446,1.9794242832935513e-07,2.0476509571287862e-07,6.822667383523486e-09
100,252162.5388731453,6.89146110660723e-08,7.299676216881513e-08,4.082151102742835e-09
100,633460.008452772,2.4910389278575254e-08,2.580277513102287e-08,8.923858524476146e-10
100,1591321.1538167954,8.551912390987137e-09,9.043663409199456e-09,4.917510182123188e-10
100,3997573.6128472807,3.1426097957672603e-09,3.1429503111346764e-09,3.405153674161949e-13
100,10042344.219332023,1.0410910388490295e-09,1.0830432301107803e-09,4.1952191261750783e-11
100,25227472.258533746,3.669227564395264e-10,3.7005750903945154e-10,3.1347525999251176e-12
100,63374182.62659592,1.2134474791858324e-10,1.2537409248803226e-10,4.0293445694490156e-12
100,159202911.1133221,4.34504134389793e-11,4.21173983015993e-11,1.333015137379997e-12
100,399935207.94254297,1.3826591435334127e-11,1.4029119723355073e-11,2.0252828802094543e-13
100,1004681192.2816694,4.682564752747322e-12,4.63355645946376e-12,4.9008293283561854e-14
100,2523869562.0654907,1.4141383398102253e-12,1.517447411492536e-12,1.033090716823106e-13
100,6340237694.560901,4.4105740830320017e-13,4.927515410826438e-13,5.169413277944364e-14
100,15927373834.10307,1.40259984051516e-13,1.586563597250779e-13,1.839637567356191e-14
100,40011313372.1937,4.992175194437243e-14,5.065264539317671e-14,7.308934488042783e-16
100,100512816139.22383,1.4590554289556667e-14,1.6034740296695917e-14,1.4441860071392498e-15
100,252499239758.98486,5.1002919688333516e-15,5.033115318653258e-15,6.717665018009325e-17
100,634305838078.9431,1.5164964913073424e-15,1.5664876810445039e-15,4.999118973716144e-17
100,1593445970788.1753,4.486323584800459e-16,4.834284874650703e-16,3.479612898502444e-17
100,4002911386581.103,1.470723646932341e-16,1.4792876996644686e-16,8.564052732127641e-19
100,10055753293533.354,4.756810068860688e-17,4.48836539589194e-17,2.6844467296874842e-18
100,25261157326485.855,1.7062773958932513e-17,1.3503268923057858e-17,3.559505035874655e-18
100,63458803219032.18,3.975926878666406e-18,4.028142080116569e-18,5.22152014501629e-20
100,159415487340701.03,1.0221631293585984e-18,1.1914773651121877e-18,1.6931423575358932e-19
100,400469222786278.56,2.62512434425374e-19,3.4944752129327975e-19,8.693508686790577e-20
100,1006022696253426.5,1.097237254452148e-19,1.0162329784559606e-19,8.100427599618738e-21
100,2527239567463938.0,3.7438213909575156e-20,2.9303517624934967e-20,8.134696284640189e-21
100,6348703518460541.0,1.490309560878656e-20,8.378405605146333e-21,6.524690003640227e-21
100,1.5948640914070582e+16,3.625417559644389e-21,2.3752982984878976e-21,1.2501192611564915e-21
100,4.006473861416748e+16,1.0495827924746547e-21,6.67713391428144e-22,3.8186940104651066e-22
100,1.0064702621810171e+17,3.1335695013457833e-22,1.861131960984149e-22,1.2724375403616343e-22
100,2.5283639022582317e+17,0.0,5.1437446437381716e-23,5.1437446437381716e-23
100,6.351527971019954e+17,0.0,1.4096029031581518e-23,1.4096029031581518e-23
100,1.5955736249286277e+18,0.0,3.83026941733686e-24,3.83026941733686e-24
100,4.008256287595404e+18,0.0,1.0319936200045737e-24,1.0319936200045737e-24
100,1.0069180272246518e+19,0.0,2.757019603211076e-25,2.757019603211076e-25
100,2.5294887372539363e+19,0.0,7.303278260478286e-26,7.303278260478286e-26
100,6.3543536801401676e+19,8.2721356000872e-26,1.9182755610692773e-26,6.353860039017923e-26
