horizon,var_per_step_empirical,iid_prediction,memory_prediction_long_run
1,1.9558755216069983,1.9607843137254901,11.111111111111109
5,6.026201912568224,1.9607843137254901,11.111111111111109
20,9.636267202348634,1.9607843137254901,11.111111111111109
100,11.232247744122173,1.9607843137254901,11.111111111111109
1000,11.30386916259351,1.9607843137254901,11.111111111111109
