horizon,k,p_convolution_exact,p_convolution_empirical,abs_diff
500,852,7.08442382645023e-142,2.787537934687695e-141,2.0790955520426718e-141
500,853,1.66196753041792e-141,6.494099013050746e-141,4.8321314826328263e-141
500,854,3.891660928695166e-141,1.51015693963837e-140,1.1209908467688534e-140
500,855,9.095876065510693e-141,3.5053621764382717e-140,2.595774569887202e-140
500,856,2.122040942728494e-140,8.1218302583503245e-140,5.999789315621831e-140
500,857,4.94157344666328e-140,1.8783982096584893e-139,1.3842408649921613e-139
500,858,1.1486337980823816e-139,4.33647348718633e-139,3.1878396891039482e-139
500,859,2.6650497509853374e-139,9.993175401979076e-139,7.328125650993738e-139
500,860,6.172185641114453e-139,2.2987439830750966e-138,1.6815254189636513e-138
500,861,1.4268722362757536e-138,5.2783776613567037e-138,3.85150542508095e-138
500,862,3.2926543841663066e-138,1.2098611672165115e-137,8.805957287998808e-138
500,863,7.584459643989379e-138,2.768205225081451e-137,2.009759260682513e-137
500,864,1.7439059182064456e-137,6.322533382322981e-137,4.578627464116535e-137
500,865,4.002615028388414e-137,1.4415061303743607e-136,1.0412446275355192e-136
500,866,9.170423534970364e-137,3.280777452486539e-136,2.3637350989895026e-136
500,867,2.097307893964854e-136,7.453741872791257e-136,5.356433978826403e-136
500,868,4.788115539530325e-136,1.690486061636158e-135,1.2116745076831255e-135
500,869,1.0911867312286715e-135,3.8272855130505e-135,2.7360987818218287e-135
500,870,2.4823781072783756e-135,8.649967765878967e-135,6.167589658600591e-135
500,871,5.637331206865342e-135,1.9515729976265387e-134,1.3878398769400045e-134
500,872,1.277962998958249e-134,4.3954576960971805e-134,3.117494697138931e-134
500,873,2.892041024308647e-134,9.882679139205442e-134,6.990638114896795e-134
500,874,6.533326712832303e-134,2.2181905584799087e-133,1.5648578871966784e-133
500,875,1.4733650510218548e-133,4.970256945427821e-133,3.4968918944059664e-133
500,876,3.3169177251733633e-133,1.1117750191042022e-132,7.800832465868657e-133
500,877,7.454347860765002e-133,2.482648874878103e-132,1.737214088801603e-132
500,878,1.6723897299362014e-132,5.5344724730891506e-132,3.862082743152949e-132
500,879,3.745591867528306e-132,1.231691409923019e-131,8.571322231701885e-132
500,880,8.374536328066974e-132,2.7364942395831867e-131,1.8990406067764893e-131
500,881,1.869221041658928e-131,6.069547156594375e-131,4.2003261149354477e-131
500,882,4.1650702197046617e-131,1.3439692593660258e-130,9.274622373955597e-131
500,883,9.265054104110518e-131,2.9709533194348062e-130,2.0444479090237546e-130
500,884,2.057499477037593e-130,6.55658822388152e-130,4.4990887468439276e-130
500,885,4.561417363435224e-130,1.4445670564974473e-129,9.884253201539249e-130
500,886,1.0095558337707495e-129,3.1774398206279746e-129,2.167883986857225e-129
500,887,2.23066043063395e-129,6.977484703190448e-129,4.746824272556498e-129
500,888,4.9205233440546347e-129,1.5296936796852346e-128,1.0376413452797712e-128
500,889,1.0835924038224392e-128,3.348082472718009e-128,2.2644900688955698e-128
500,890,2.382316872351915e-128,7.316038482739448e-128,4.933721610387532e-128
500,891,5.228945374100994e-128,1.596048279351652e-127,1.0731537419415525e-127
500,892,1.1458077578094302e-127,3.476228490052405e-127,2.3304207322429747e-127
500,893,2.506654893739085e-127,7.559009263877315e-127,5.05235437013823e-127
500,894,5.474752805232465e-127,1.6410345572968876e-126,1.093559276773641e-126
500,895,1.193778350447144e-126,3.556877128435196e-126,2.363098777988052e-126
500,896,2.5988075477941933e-126,7.696978532507441e-126,5.098170984713247e-126
500,897,5.648300413148432e-126,1.662929895890985e-125,1.0980998545761417e-125
500,898,1.2256224284666418e-125,3.587003706253012e-125,2.3613812777863702e-125
500,899,2.6551731208468403e-125,7.724953640458912e-125,5.069780519612072e-125
500,900,5.742859490370084e-125,1.6609939553372028e-124,1.0867080063001944e-124
500,901,1.2401228366882272e-124,3.565744871012238e-124,2.325622034324011e-124
500,902,2.673648660667772e-124,7.642658304272106e-124,4.969009643604334e-124
500,903,5.755048990009098e-124,1.6355073122322265e-123,1.0600024132313167e-123
500,904,1.2368034751929967e-123,3.4944296630745395e-123,2.257626187881543e-123
500,905,2.6537577090064478e-123,7.454487096619974e-123,4.800729387613526e-123
500,906,5.685028490567008e-123,1.587737696391636e-122,1.0192348473349352e-122
500,907,1.215952809949929e-122,3.376456290569137e-122,2.160503480619208e-122
500,908,2.5966617273591247e-122,7.169134809803148e-122,4.5724730824440233e-122
500,909,5.536438569859068e-122,1.519838500944275e-121,9.661946439583682e-122
500,910,1.1785931354054347e-121,3.217029526658415e-121,2.0384363912529804e-121
500,911,2.5050563053777938e-121,6.798942706608764e-121,4.293886401230971e-121
500,912,5.316099221256183e-121,1.4346906048259198e-120,9.030806827003017e-121
500,913,1.1263996181012335e-120,3.0227864294388087e-120,1.8963868113375753e-120
500,914,2.382964424312874e-120,6.359028888068295e-120,3.976064463755421e-120
500,915,5.0335000573813754e-120,1.3357034083513465e-119,8.32353402613209e-120
500,916,1.061577851185025e-119,2.8013472071826014e-119,1.7397693559975764e-119
500,917,2.2354484423722433e-119,5.866286537559263e-119,3.6308380951870193e-119
500,918,4.7001344498291363e-119,1.2265938365313023e-118,7.565803915483887e-119
500,919,9.867121707589946e-119,2.5608326279554986e-118,1.574120457196504e-118
500,920,2.0682690117727568e-118,5.338340222385069e-118,3.270071210612312e-118
500,921,4.328741454248918e-118,1.1111627085221407e-117,6.782885630972489e-118
500,922,9.045989665434702e-118,2.3093891917798816e-117,1.4047902252364114e-117
500,923,1.8875222134877074e-117,4.7925467727780544e-117,2.905024559290347e-117
500,924,3.93252340238014e-117,9.930864108240062e-117,5.998340705859922e-117
500,925,8.18079532181599e-117,2.054758778979643e-116,1.2366792467980441e-116
500,926,1.699285697271682e-116,4.245114861360299e-116,2.545829164088617e-116
500,927,3.52440353398916e-116,8.75738617989864e-116,5.232982645909479e-116
500,928,7.298857470249719e-116,1.8039216157571669e-115,1.074035868732195e-115
500,929,1.5093009145043564e-115,3.7103986207488825e-115,2.201097706244526e-115
500,930,3.116378100240406e-115,7.620524347931334e-115,4.504146247690928e-115
500,931,6.425093595174541e-115,1.5628314442642802e-114,9.203220847468261e-115
500,932,1.3227123846197798e-114,3.2003983688088147e-114,1.8776859841890347e-114
500,933,2.719002828862606e-114,6.54428431196334e-114,3.8252814831007336e-114
500,934,5.581022835146507e-114,1.3362511477403892e-113,7.781488642257386e-114
500,935,1.1438773309635268e-113,2.724478749211524e-113,1.580601418247997e-113
500,936,2.3410367183809734e-113,5.546892347280132e-113,3.205855628899158e-113
500,937,4.784116111257514e-113,1.1276870625391848e-112,6.492754514134333e-113
500,938,9.762510142379206e-113,2.289293986618506e-112,1.3130429723805855e-112
500,939,1.9892490680004635e-112,4.6407716326605e-112,2.6515225646600365e-112
500,940,4.0474945849435597e-112,9.394118459289335e-112,5.346623874345776e-112
500,941,8.223456476709587e-112,1.898893492017666e-111,1.0765478443467072e-111
500,942,1.668380406976201e-111,3.832881968662741e-111,2.16450156168654e-111
500,943,3.379946829136421e-111,7.72559734631514e-111,4.345650517178719e-111
500,944,6.837546543700749e-111,1.5549699005133823e-110,8.712152461433073e-111
500,945,1.381236002263921e-110,3.12533589676052e-110,1.7440998944965992e-110
500,946,2.786212071875201e-110,6.272746009497608e-110,3.4865339376224066e-110
500,947,5.612296995983846e-110,1.2572061020668208e-109,6.959764024684362e-110
500,948,1.1288827044525983e-109,2.516196245285911e-109,1.3873135408333124e-109
500,949,2.267462877896693e-109,5.02890302901586e-109,2.761440151119167e-109
500,950,4.547955750538459e-109,1.003677517250139e-108,5.488819421962932e-109
500,951,9.109162131644328e-109,2.000362790008098e-108,1.089446576843665e-108
500,952,1.8219156244473595e-108,3.981240575276268e-108,2.1593249508289085e-108
500,953,3.638875338019284e-108,7.912698111264061e-108,4.273822773244777e-108
500,954,7.257660326615908e-108,1.5704666670305473e-107,8.447006343689565e-108
500,955,1.4454999785480885e-107,3.112663860588707e-107,1.6671638820406188e-107
500,956,2.8749677006586734e-107,6.16079152511256e-107,3.285823824453887e-107
500,957,5.710086809584499e-107,1.2177075519800562e-106,6.466988710216063e-107
500,958,1.1325274471049282e-106,2.4035495684391077e-106,1.2710221213341794e-106
500,959,2.2431197635203746e-106,4.737706539899628e-106,2.494586776379254e-106
500,960,4.436651303194898e-106,9.325875321752727e-106,4.889224018557829e-106
500,961,8.763117650345281e-106,1.8332378146954335e-105,9.569260496609054e-106
500,962,1.7284781438414143e-105,3.59879520386553e-105,1.8703170600241157e-105
500,963,3.404649690300583e-105,7.055145045716912e-105,3.650495355416328e-105
500,964,6.6970824315198275e-105,1.3812319150297032e-104,7.115236718777205e-105
500,965,1.3155425455426693e-104,2.7004768342250824e-104,1.3849342886824131e-104
500,966,2.5806645659248423e-104,5.2726487800620107e-104,2.6919842141371684e-104
500,967,5.055533404981385e-104,1.0280946551469799e-103,5.225413146488414e-104
500,968,9.890369697864506e-104,2.001956141373117e-103,1.0129191715866663e-103
500,969,1.932277630451698e-103,3.8930908342926946e-103,1.9608132038409966e-103
500,970,3.769982399225054e-103,7.560566717913995e-103,3.7905843186889406e-103
500,971,7.345531826452185e-103,1.4663421087966424e-102,7.31788926151424e-103
500,972,1.4292974386647563e-102,2.840133185280033e-102,1.4108357466152768e-102
500,973,2.777402043350689e-102,5.4937114428758794e-102,2.7163093995251905e-102
500,974,5.3898038429400055e-102,1.0612507446044632e-101,5.222703603104626e-102
500,975,1.0445435341088098e-101,2.0473706728433278e-101,1.002827138734518e-101
500,976,2.0216259448112813e-101,3.944595989969556e-101,1.9229700451582744e-101
500,977,3.907482316455143e-101,7.589924019430765e-101,3.682441702975622e-101
500,978,7.54252023314004e-101,1.4584865807609348e-100,7.042345574469308e-101
500,979,1.4539868083961278e-100,2.7989736607666175e-100,1.3449868523704897e-100
500,980,2.7991762078455484e-100,5.364482079161498e-100,2.5653058713159495e-100
500,981,5.381793902669703e-100,1.0268113042492314e-99,4.88631913982261e-100
500,982,1.033361306162997e-99,1.9628566090975638e-99,9.294953029345667e-100
500,983,1.981558453273044e-99,3.747337667169162e-99,1.7657792138961183e-99
500,984,3.794830509399788e-99,7.144874851260369e-99,3.3500443418605802e-99
500,985,7.257882280343958e-99,1.360520796345674e-98,6.347325683112781e-99
500,986,1.3863111884235758e-98,2.5873531788185466e-98,1.2010419903949707e-98
500,987,2.6445149954330104e-98,4.914138829583916e-98,2.2696238341509055e-98
500,988,5.038103160851311e-98,9.321407702482635e-98,4.283304541631324e-98
500,989,9.585725913734076e-98,1.7658717295478507e-97,8.072991381744431e-98
500,990,1.82146610460065e-97,3.341039104695862e-97,1.5195730000952118e-97
500,991,3.456658833550902e-97,6.3132051101151e-97,2.8565462765641977e-97
500,992,6.551375201683308e-97,1.1914212736802823e-96,5.362837535119516e-97
500,993,1.2400812687760717e-96,2.2455828411526903e-96,1.0055015723766186e-96
500,994,2.344286711239111e-96,4.227097396947803e-96,1.8828106857086917e-96
500,995,4.426040502776045e-96,7.947051514456149e-96,3.521011011680104e-96
500,996,8.345748500267326e-96,1.4921811647932716e-95,6.57606314766539e-96
500,997,1.5716709239342185e-95,2.7982723242189643e-95,1.2266014002847459e-95
500,998,2.956007423835816e-95,5.2409792323292996e-95,2.2849718084934837e-95
500,999,5.552622542997562e-95,9.803701358360714e-95,4.251078815363152e-95
500,1000,1.0416951962522802e-94,1.8315720588810687e-94,7.898768626287885e-95
500,1001,1.951794956257878e-94,3.417553889584459e-94,1.465758933326581e-94
500,1002,3.6524129897372546e-94,6.368912417629386e-94,2.716499427892132e-94
500,1003,6.826197581314813e-94,1.185427063136206e-93,5.028073050047246e-94
500,1004,1.2741842862458454e-93,2.203662909974192e-93,9.294786237283466e-94
500,1005,2.375424162803273e-93,4.091450967336e-93,1.7160268045327272e-93
500,1006,4.422896169248222e-93,7.587042215693705e-93,3.164146046445483e-93
500,1007,8.224889597525292e-93,1.4051791659019824e-92,5.826902061494531e-93
500,1008,1.527609226698337e-92,2.5992978100665146e-92,1.0716885833681776e-92
500,1009,2.833703651161971e-92,4.802270260228995e-92,1.9685666090670243e-92
500,1010,5.249979905635927e-92,8.861442969833075e-92,3.611463064197148e-92
500,1011,9.714556868116517e-92,1.6331672364981165e-91,6.617115496864648e-92
500,1012,1.7953601190497158e-91,3.0062583373949494e-91,1.2108982183452337e-91
500,1013,3.313938581728687e-91,5.527037668195483e-91,2.2130990864667962e-91
500,1014,6.109458392366951e-91,1.0149159833267462e-90,4.039701440900511e-91
500,1015,1.1249349491871749e-90,1.8614027462201666e-90,7.364677970329918e-91
500,1016,2.0688052586614005e-90,3.409763390970839e-90,1.3409581323094383e-90
500,1017,3.7999718036261466e-90,6.238537806124686e-90,2.4385660024985392e-90
500,1018,6.971251472538724e-90,1.1400321200224586e-89,4.429069727685862e-90
500,1019,1.2773555039374914e-89,2.0807892809985493e-89,8.03433777061058e-90
500,1020,2.33767708172502e-89,3.7932972730286265e-89,1.4556201913036066e-89
500,1021,4.2729714628769964e-89,6.906920190168162e-89,2.633948727291165e-89
500,1022,7.800981273485777e-89,1.2561219174067751e-88,4.7602379005819736e-89
500,1023,1.4224705212199835e-88,2.281707425981268e-88,8.592369047612844e-89
500,1024,2.5906761880258365e-88,4.1397101101622587e-88,1.5490339221364222e-88
500,1025,4.7125918479948233e-88,7.501752234347096e-88,2.7891603863522723e-88
500,1026,8.562180329385754e-88,1.3578109612380264e-87,5.01592928299451e-88
500,1027,1.5537737105282978e-87,2.454712888515194e-87,9.009391779868961e-88
500,1028,2.8162488447081815e-87,4.432491182014391e-87,1.6162423373062091e-87
500,1029,5.098414506320169e-87,7.9943254428059335e-87,2.8959109364857644e-87
500,1030,9.218942499798957e-87,1.4401360143736253e-86,5.182417643937297e-87
500,1031,1.664983410012827e-86,2.5912774398200896e-86,9.262940298072625e-87
500,1032,3.0034647431806752e-86,4.657083237654537e-86,1.6536184944738616e-86
500,1033,5.411528735555129e-86,8.359970276829038e-86,2.948441541273909e-86
500,1034,9.738749105812394e-86,1.498949742643319e-85,5.250748320620796e-86
500,1035,1.7505444155279917e-85,2.684491111021576e-85,9.339466954935843e-86
500,1036,3.142901754190313e-85,4.802090917164025e-85,1.6591891629737124e-85
500,1037,5.636080038463754e-85,8.580117616717724e-85,2.944037578253969e-85
500,1038,1.0095158242939496e-84,1.5312690345189147e-84,5.21753210224965e-85
500,1039,1.8060912761721155e-84,2.729644514823481e-84,9.235532386513656e-85
500,1040,3.227437135596044e-84,4.86024261105212e-84,1.6328054754560762e-84
500,1041,5.760608558248628e-84,8.643865455966568e-84,2.8832568977179406e-84
500,1042,1.0270045192906971e-83,1.5355259654598775e-83,5.085214461691804e-84
500,1043,1.8288188733072598e-83,2.724622678017838e-83,8.958038047105783e-84
500,1044,3.2528520957230597e-83,4.8289923875040285e-83,1.5761402917809688e-83
500,1045,5.779019320358513e-83,8.548866530726526e-83,2.7698472103680122e-83
500,1046,1.0255128486584929e-82,1.5116920240943612e-82,4.861791754358683e-83
500,1047,1.8177163493731853e-82,2.6700646580074375e-82,8.523483086342522e-83
500,1048,3.2181781543944565e-82,4.7106930359078316e-82,1.4925148815133751e-82
500,1049,5.691069933535365e-82,8.301437383742445e-82,2.6103674502070802e-82
500,1050,1.0052603161954991e-81,1.4612621747882233e-81,4.560018585927242e-82
500,1051,1.7736373769198105e-81,2.569272862660536e-81,7.956354857407256e-82
500,1052,3.1257461191937244e-81,4.512325707147058e-81,1.3865795879533332e-81
500,1053,5.502322436742179e-81,7.915888203532074e-81,2.413565766789895e-81
500,1054,9.674816327553387e-81,1.3871030906614197e-80,4.1962145790608096e-81
500,1055,1.6992006386071265e-80,2.4278875750151498e-80,7.286869364080233e-81
500,1056,2.980936458032187e-80,4.244827222062078e-80,1.2638907640298908e-80
500,1057,5.223574268819479e-80,7.413169621438576e-80,2.1895953526190973e-80
500,1058,9.143041714919779e-80,1.2931865820875863e-79,3.788824105956084e-80
500,1059,1.5985358100417264e-79,2.253370630479896e-79,6.548348204381695e-80
500,1060,2.7916672023314337e-79,3.922104019108994e-79,1.1304368167775601e-79
500,1061,4.869847779083897e-79,6.819012246745108e-79,1.949164467661211e-79
500,1062,8.48551983536305e-79,1.184242277615653e-78,3.3569029407934807e-79
500,1063,1.4769088665585112e-78,2.054363166033834e-78,5.774542994753227e-79
500,1064,2.5676863377952465e-78,3.5598547726885127e-78,9.921684348932662e-79
500,1065,4.459068216436635e-78,6.161785512875383e-78,1.7027172964387485e-78
500,1066,7.735011755945662e-78,1.0653711582003336e-77,2.9186998260576734e-78
500,1067,1.340273385497674e-77,1.8399930433046695e-77,4.997196578069956e-78
500,1068,2.319755417563915e-77,3.174337754209675e-77,8.545823366457601e-78
500,1069,4.010589577482053e-77,5.4703184942858406e-77,1.459728916803788e-77
500,1070,6.926156340164517e-77,9.416628324208746e-77,2.490471984044228e-77
500,1071,1.1948000434800128e-76,1.6192070775559383e-76,4.244070340759254e-77
500,1072,2.058817535691303e-76,2.7812133924855644e-76,7.223958567942616e-77
500,1073,3.5437330033673326e-76,4.771907177937839e-76,1.2281741745705061e-76
500,1074,6.092919582714816e-76,8.178548216272313e-76,2.0856286335574965e-76
500,1075,1.0464344438648997e-75,1.4001926733602534e-75,3.537582294953537e-76
500,1076,1.795235959774215e-75,2.3945699416946697e-75,5.993339819204549e-76
500,1077,3.076484886518086e-75,4.090686375475637e-75,1.0142014889575508e-75
500,1078,5.266384521628762e-75,6.980629028286659e-75,1.7142445066578977e-75
500,1079,9.005247902037715e-75,1.1899355294144315e-74,2.8941073921065994e-75
500,1080,1.5381719905656836e-74,2.0262059286829337e-74,4.880339381172501e-75
500,1081,2.62446648594972e-74,3.4464801613380375e-74,8.220136753883176e-75
500,1082,4.473061348980018e-74,5.8559964784886e-74,1.3829351295085818e-74
500,1083,7.615477684826084e-74,9.939382901881633e-74,2.3239052170555486e-74
500,1084,1.295145898151642e-73,1.685203651842874e-73,3.900577536912319e-74
500,1085,2.200241046826926e-73,2.8541742141121983e-73,6.539331672852724e-74
500,1086,3.733813526089529e-73,4.828858054844715e-73,1.095044528755186e-73
500,1087,6.329458379166273e-73,8.161031043624274e-73,1.8315726644580012e-73
500,1088,1.071797643303422e-72,1.377789913039578e-72,3.0599226973615585e-73
500,1089,1.8129763275811775e-72,2.323587870128402e-72,5.106115425472247e-73
500,1090,3.063411320272172e-72,3.9144799591708855e-72,8.510686388987135e-73
500,1091,5.170744636842334e-72,6.587621866799879e-72,1.4168772299575444e-72
500,1092,8.718388469703261e-72,1.1074486666047209e-71,2.3560981963439477e-72
500,1093,1.4684374048763367e-71,1.8597717030920015e-71,3.913342982156648e-72
500,1094,2.470651566933504e-71,3.1198771070000695e-71,6.492255400665656e-72
500,1095,4.152457026966464e-71,5.228268573284486e-71,1.0758115463180224e-71
500,1096,6.971674651918535e-71,8.752287316612031e-71,1.7806126646934967e-71
500,1097,1.1692520264086064e-70,1.463623053166255e-70,2.943710267576487e-71
500,1098,1.9589300898613826e-70,2.4450155991510725e-70,4.860855092896899e-71
500,1099,3.2784627834991685e-70,4.080181301704145e-70,8.017185182049767e-71
500,1100,5.481038075285505e-70,6.801793389622359e-70,1.3207553143368543e-70
500,1101,9.153714070692424e-70,1.1326983501099844e-69,2.1732694304074206e-70
500,1102,1.5271248619847597e-69,1.8843113544837347e-69,3.57186492498975e-70
500,1103,2.545043153123957e-69,3.1314056548952433e-69,5.863625017712864e-70
500,1104,4.237013660491023e-69,5.19846313346304e-69,9.614494729720168e-70
500,1105,7.046434165215825e-69,8.621052184229745e-69,1.57461801901392e-69
500,1106,1.1706429685871545e-68,1.4282227395175592e-68,2.575797709304047e-69
500,1107,1.9427895323425147e-68,2.363647283255558e-68,4.208577509130433e-69
500,1108,3.220875823358006e-68,3.907699330903896e-68,6.868235075458901e-69
500,1109,5.334206678623259e-68,6.453748600845127e-68,1.1195419222218678e-68
500,1110,8.824985933913378e-68,1.0647706288110532e-67,1.8227203541971548e-68
500,1111,1.4585026504261467e-67,1.754906077167395e-67,2.964034267412483e-68
500,1112,2.4079647800237317e-67,2.88939001019167e-67,4.814252301679384e-68
500,1113,3.9713981705501355e-67,4.752406757096667e-67,7.810085865465315e-68
500,1114,6.543164047797239e-67,7.808666290098866e-67,1.2655022423016268e-67
500,1115,1.076921241978315e-66,1.2817301841336002e-66,2.048089421552853e-67
500,1116,1.7706491384384048e-66,2.1017135142408701e-66,3.3106437580246537e-67
500,1117,2.908266433486898e-66,3.442771837144774e-66,5.345054036578764e-67
500,1118,4.771881500648376e-66,5.633800282011701e-66,8.619187813633247e-67
500,1119,7.821671284140627e-66,9.209876179237089e-66,1.3882048950964622e-66
500,1120,1.2807506548277016e-65,1.5040626600679022e-65,2.233120052402006e-66
500,1121,2.095006587981729e-65,2.4537963387401897e-65,3.587897507584606e-66
500,1122,3.423439364367709e-65,3.999191446045878e-65,5.757520816781687e-66
500,1123,5.5885222687037505e-65,6.51129870054103e-65,9.227764318372798e-66
500,1124,9.113581576483095e-65,1.0590718632064332e-64,1.4771370555812361e-65
500,1125,1.4847030172216223e-64,1.7208628956940052e-64,2.361598784723829e-65
500,1126,2.4162905357508262e-64,2.7933848881305598e-64,3.770943523797336e-65
500,1127,3.928424559939689e-64,4.529805892884618e-64,6.013813329449291e-65
500,1128,6.380401809055979e-64,7.338264198866317e-64,9.578623898103384e-65
500,1129,1.0352342464185245e-63,1.187606767666766e-63,1.5237252124824147e-64
500,1130,1.6779957602108654e-63,1.9200749490919917e-63,2.420791888811263e-64
500,1131,2.7170983087527185e-63,3.101205335149434e-63,3.841070263967153e-64
500,1132,4.395241502754957e-63,5.003919447182236e-63,6.086779444272791e-64
500,1133,7.102703127084719e-63,8.065999008282477e-63,9.632958811977575e-64
500,1134,1.1466443618226518e-62,1.2988969703288604e-62,1.5225260850620862e-63
500,1135,1.8492626588135164e-62,2.0895874147839777e-62,2.4032475597046136e-63
500,1136,2.979434669950113e-62,3.3582753178223542e-62,3.7884064787224133e-63
500,1137,4.795513976262546e-62,5.391909262817177e-62,5.96395286554631e-63
500,1138,7.710865011072137e-62,8.648483964098669e-62,9.376189530265322e-63
500,1139,1.2386206048722637e-61,1.3858273595226075e-61,1.472067546503438e-62
500,1140,1.9876566880077197e-61,2.2184549696234477e-61,2.307982816157279e-62
500,1141,3.186492735468815e-61,3.547848326044735e-61,3.613555905759198e-62
500,1142,5.1033291916860314e-61,5.668302390661222e-61,5.649731989751907e-62
500,1143,8.165145578216656e-61,9.047219154171904e-61,8.820735759552476e-62
500,1144,1.3051023810658555e-60,1.4426199618030058e-60,1.3751758073715025e-61
500,1145,2.0839924118374585e-60,2.2980743838529344e-60,2.1408197201547585e-61
500,1146,3.324445244196279e-60,3.6572288088791596e-60,3.327835646828808e-61
500,1147,5.298028991532114e-60,5.814557561936578e-60,5.165285704044643e-61
500,1148,8.434943255264538e-60,9.235454891240655e-60,8.005116359761175e-61
500,1149,1.3416007100267008e-59,1.4654721341703824e-59,1.2387142414368155e-60
500,1150,2.131759766506226e-59,2.323138343672619e-59,1.9137857716639282e-60
500,1151,3.3839792940403405e-59,3.6791830201670084e-59,2.9520372612666795e-60
500,1152,5.366512805755332e-59,5.821127297782114e-59,4.54614492026782e-60
500,1153,8.502218497391464e-59,9.201163707268704e-59,6.989452098772396e-60
500,1154,1.3457009244625441e-58,1.4529776865505045e-58,1.072767620879604e-59
500,1155,2.127852960290073e-58,2.2922196173308713e-58,1.643666570407984e-59
500,1156,3.361336761329289e-58,3.612727149759371e-58,2.5139038843008226e-59
500,1157,5.304694241598529e-58,5.688481116930448e-58,3.8378687533191897e-59
500,1158,8.3634829820763e-58,8.948294295730798e-58,5.848113136544975e-59
500,1159,1.3173253684992662e-57,1.4062661893170585e-57,8.894082081779227e-59
500,1160,2.0729009709978137e-57,2.207896470127145e-57,1.3499549912933133e-58
500,1161,3.258698937708362e-57,3.46317407836497e-57,2.044751406566085e-58
500,1162,5.117886708455198e-57,5.426938966095759e-57,3.090522576405609e-58
500,1163,8.030052780101851e-57,8.496129033900083e-57,4.660762537982323e-58
500,1164,1.2587166893949987e-56,1.328842028845096e-56,7.012533945009716e-58
500,1165,1.9711514499548057e-56,2.0764058791721848e-56,1.0525442921737906e-57
500,1166,3.08386218066753e-56,3.241442519826245e-56,1.575803391587153e-57
500,1167,4.820071064155849e-56,5.055360377113691e-56,2.3528931295784143e-57
500,1168,7.526550530056315e-56,7.876879003282746e-56,3.503284732264303e-57
500,1169,1.1741487685216801e-55,1.2261540101733282e-55,5.200524165164807e-57
500,1170,1.829933972133796e-55,1.906888059998081e-55,7.695408786428477e-57
500,1171,2.8492686557451805e-55,2.9627515604240258e-55,1.1348290467884532e-56
500,1172,4.432182223179333e-55,4.5989179418603226e-55,1.6673571868098973e-56
500,1173,6.887927652649396e-55,7.131928847885885e-55,2.4400119523648913e-56
500,1174,1.0694164063810647e-54,1.1049682119114063e-54,3.5551805530341643e-56
500,1175,1.6587958353475525e-54,1.7103481851466636e-54,5.155234979911106e-56
500,1176,2.5705578854179284e-54,2.644915266317344e-54,7.435738089941559e-56
500,1177,3.979703574931929e-54,4.086316485463418e-54,1.066129105314888e-55
500,1178,6.155501951732338e-54,6.307332951436492e-54,1.51830999704154e-55
500,1179,9.511875470937204e-54,9.726431897327415e-54,2.1455642639021023e-55
500,1180,1.46845044134289e-53,1.4984970485962796e-53,3.004660725338964e-55
500,1181,2.2648706679463827e-53,2.3064991168084684e-53,4.162844886208567e-55
500,1182,3.4899484548746033e-53,3.5468780865642606e-53,5.6929631689657216e-55
500,1183,5.372626195468997e-53,5.449232071510564e-53,7.660587604156703e-55
500,1184,8.263171341750971e-53,8.364132919267806e-53,1.009615775168353e-54
500,1185,1.269696500355366e-52,1.2826366025767746e-52,1.294010222140866e-54
500,1186,1.9491561266112604e-52,1.9650966476438345e-52,1.594052103257407e-54
500,1187,2.9894230547141117e-52,3.007892294272512e-52,1.8469239558400266e-54
500,1188,4.5806033264609944e-52,4.599802923074826e-52,1.919959661383138e-54
500,1189,7.012179813413205e-52,7.027732797884552e-52,1.5552984471347845e-54
500,1190,1.0724547094370277e-51,1.0727309762656796e-51,2.762668286518233e-55
500,1191,1.6387055802662713e-51,1.6359365590165748e-51,2.769021249696483e-54
500,1192,2.501609152043038e-51,2.4925428821097593e-51,9.066269933278658e-54
500,1193,3.815355668177792e-51,3.7941967782057555e-51,2.115888997203633e-53
500,1194,5.813640090602295e-51,5.77030247966009e-51,4.333761094220549e-53
500,1195,8.850326382811627e-51,8.767571323530754e-51,8.275505928087264e-53
500,1196,1.3460740535732027e-50,1.3309523769008152e-50,1.5121676672387598e-52
500,1197,2.045397061690345e-50,2.0185926366660187e-50,2.6804425024326306e-52
500,1198,3.105172965647533e-50,3.058709912857312e-50,4.6463052790220774e-52
500,1199,4.709707574944935e-50,4.630541803405588e-50,7.916577153934724e-52
500,1200,7.136783923865449e-50,7.003735146400539e-50,1.3304877746491037e-51
500,1201,1.0804684561716452e-49,1.0583577098032165e-49,2.211074636842875e-51
500,1202,1.6342671583028916e-49,1.5978667863171825e-49,3.640037198570915e-51
500,1203,2.469652831063151e-49,2.410207632558993e-49,5.944519850415832e-51
500,1204,3.728645780255224e-49,3.632240595146483e-49,9.640518510874083e-51
500,1205,5.624309184173256e-49,5.468918928778237e-49,1.5539025539501907e-50
500,1206,8.475992349415444e-49,8.226887387469699e-49,2.491049619457456e-50
500,1207,1.276191074816435e-48,1.236452024875965e-48,3.9739049940469917e-50
500,1208,1.9197518497043944e-48,1.8566374106518235e-48,6.311443905257095e-50
500,1209,2.885221740776534e-48,2.785386656220846e-48,9.983508455568766e-50
500,1210,4.3322994749215193e-48,4.1749656477023247e-48,1.5733382721919464e-49
