horizon,k,p_convolution_exact,p_convolution_empirical,abs_diff
500,1642,0.0001911289454313603,0.00016564633570276808,2.5482609728592225e-05
500,1643,0.0002057818705305225,0.00017852712295632914,2.7254747574193352e-05
500,1644,0.00022140496196913306,0.0001922774426194484,2.912751934968467e-05
500,1645,0.00023804947994984964,0.0002069446867523366,3.110479319751305e-05
500,1646,0.00025576836538115987,0.00022257792530247983,3.319044007868004e-05
500,1647,0.00027461621514603227,0.00023922789495934907,3.5388320186683205e-05
500,1648,0.0002946492496450883,0.00025694698128312635,3.7702268361961965e-05
500,1649,0.00031592527218077677,0.0002757891936776929,4.0136078503083886e-05
500,1650,0.00033850361975766,0.0002958101327813289,4.269348697633112e-05
500,1651,0.00036244510488558847,0.00031706694985441877,4.5378155031169703e-05
500,1652,0.000387811947987398,0.00033961829775210024,4.8193650235297766e-05
500,1653,0.0004146677000309402,0.00036352427308139116,5.114342694954903e-05
500,1654,0.00044307715502688244,0.00038884634915700846,5.423080586987398e-05
500,1655,0.0004731062520588789,0.00041564729938799904,5.745895267087988e-05
500,1656,0.0005048219665415251,0.00044399111074853526,6.083085579298986e-05
500,1657,0.0005382921904340134,0.0004739428870108954,6.434930342311801e-05
500,1658,0.000573585601173668,0.0005055687414468349,6.801685972683308e-05
500,1659,0.0006107715191335699,0.000538935678735314,7.183584039825589e-05
500,1660,0.0006499197534522794,0.0005741114658499341,7.580828760234528e-05
500,1661,0.000691100436131211,0.0006111644917384623,7.993594439274863e-05
500,1662,0.000734383844346438,0.0006501636156494854,8.422022869695252e-05
500,1663,0.0007798402109765289,0.000691178004007517,8.86622069690119e-05
500,1664,0.0008275395234063152,0.0007342769557876996,9.326256761861562e-05
500,1665,0.0008775513107281278,0.000779529716394546,9.802159433358181e-05
500,1666,0.0009299444195268062,0.0008270052801058049,0.00010293913942100135
500,1667,0.0009847867785024995,0.0008767721812023932,0.00010801459730010632
500,1668,0.0010421451522556547,0.000928898273968217,0.00011324687828743768
500,1669,0.0011020848846313796,0.0009834505018094081,0.00011863438282197145
500,1670,0.001164669632095211,0.0010404946558107827,0.0001241749762844282
500,1671,0.0012299610876889196,0.0011000951231179116,0.00012986596457100798
500,1672,0.0012980186961928945,0.0011623146256057792,0.0001357040705871153
500,1673,0.0013688993612005099,0.0012272139493692382,0.00014168541183127168
500,1674,0.0014426571448892035,0.0012948516656460024,0.0001478054792432011
500,1675,0.0015193429613523431,0.0013652838438593339,0.00015405911749300926
500,1676,0.0015990042644347833,0.0014385637575444464,0.00016044050689033697
500,1677,0.0016816847310928574,0.0015147415839995312,0.00016694314709332614
500,1678,0.0017674239413757935,0.0015938640985786946,0.00017355984279709882
500,1679,0.0018562570561996726,0.0016759743646195167,0.00018028269158015591
500,1680,0.0019482144941564755,0.001761111420071821,0.00018710307408465452
500,1681,0.002043321608668871,0.0018493099619661044,0.00019401164670276643
500,1682,0.002141598366865636,0.001940600029929302,0.00020099833693633406
500,1683,0.002243059031612319,0.002035006690021615,0.00020805234159070388
500,1684,0.0023477118481863915,0.0021325497202304305,0.000215162127955961
500,1685,0.0024555587371350874,0.0022332432990153457,0.00022231543811974171
500,1686,0.0025665949948968,0.0023370956983513546,0.00022949929654544551
500,1687,0.0026808090038027608,0.002444108982764862,0.0002367000210378987
500,1688,0.0027981819531041844,0.0025542787158987315,0.00024390323720545294
500,1689,0.002918687572690655,0.0026675936761775473,0.00025109389651310765
500,1690,0.0030422918811776915,0.0027840355831721454,0.00025825629800554613
500,1691,0.0031689529500448415,0.0029035788362827154,0.0002653741137621261
500,1692,0.0032986206854997238,0.0030261902673719824,0.00027243041812774135
500,1693,0.003431236629728016,0.0031518289089836494,0.0002794077207443667
500,1694,0.003566733783163964,0.0032804457797760474,0.0002862880033879167
500,1695,0.0037050364493804774,0.0034119836887865082,0.0002930527605939691
500,1696,0.003846060104151953,0.003546377060117887,0.0002996830440340657
500,1697,0.003989711290186608,0.003683551779604893,0.0003061595105817152
500,1698,0.004135887538958156,0.003823425064974033,0.0003124624739841231
500,1699,0.004284477320989209,0.003965905360957045,0.00031857196003216414
500,1700,0.004435360025850888,0.004110892260753578,0.00032446776509730945
500,1701,0.004588405973044866,0.004258276455164579,0.00033012951788028745
500,1702,0.004743476454825888,0.004407939710633439,0.000335536744192449
500,1703,0.004900423811904699,0.00455975487733759,0.00034066893456710916
500,1704,0.0050590915428440665,0.004713585928369145,0.00034550561447492176
500,1705,0.005219314447824267,0.0048692880309296385,0.00035002641689462887
500,1706,0.005380918807309899,0.005026707650341319,0.00035421115696857974
500,1707,0.005543722595997619,0.005185682687546206,0.00035803990845141315
500,1708,0.005707535732265126,0.005346042650624809,0.00036149308164031696
500,1709,0.005872160363176258,0.005507608860719566,0.000364551502456692
500,1710,0.006037391184926178,0.005670194692594402,0.00036719649233177623
500,1711,0.006203015798435274,0.00583360584990201,0.00036940994853326345
500,1712,0.006368815099621467,0.005997640675065394,0.0003711744245560736
500,1713,0.006534563703699282,0.006162090493510712,0.00037247321018857044
500,1714,0.006700030402671076,0.006326739991815367,0.0003732904108557089
500,1715,0.006864978654992667,0.006491367629159734,0.0003736110258329324
500,1716,0.007029167106213085,0.006655746081293724,0.00037342102491936136
500,1717,0.007192350139207659,0.006819642716051778,0.00037270742315588176
500,1718,0.00735427845244617,0.006982820099272811,0.00037145835317335847
500,1719,0.007514699664564688,0.007145036529806279,0.00036966313475840853
500,1720,0.0076733589433419114,0.007306046602113034,0.00036731234122887747
500,1721,0.007829999657019804,0.007465601794801057,0.00036439786221874673
500,1722,0.007984364045754923,0.007623451083272692,0.00036091296248223076
500,1723,0.008136193910842455,0.00777934157450278,0.00035685233633967525
500,1724,0.008285231319220506,0.007933019161817163,0.00035221215740334315
500,1725,0.008431219320638722,0.008084229197399572,0.00034699012323914993
500,1726,0.008573902674763914,0.00823271718012286,0.0003411854946410546
500,1727,0.008713028585396845,0.008378229456179052,0.0003347991292177929
500,1728,0.008848347438889601,0.008520513929872551,0.00032783350901705033
500,1729,0.008979613543782735,0.008659320781843107,0.0003202927619396275
500,1730,0.00910658586862646,0.008794403191900542,0.00031218267672591775
500,1731,0.009229028774910972,0.008925518063582563,0.00030351071132840926
500,1732,0.009346712742008184,0.009052426747490941,0.0002942859945172429
500,1733,0.00945941508102092,0.009174895760420394,0.00028451932060052573
500,1734,0.009566920634446563,0.009292697497269352,0.0002742231371772111
500,1735,0.009669022458590033,0.009405610932712591,0.00026341152587744214
500,1736,0.009765522485706096,0.009513422309622972,0.00025210017608312367
500,1737,0.009856232162913398,0.0096159258112532,0.00024030635166019838
500,1738,0.009940973065001718,0.009712924214228962,0.00022804885077275586
500,1739,0.010019577478349797,0.009804229519461638,0.00021534795888815926
500,1740,0.0100918889532832,0.009889663558162157,0.0002022253951210421
500,1741,0.010157762822329339,0.009969058570227061,0.0001887042521022779
500,1742,0.010217066681969584,0.010042257752373027,0.00017480892959655624
500,1743,0.010269680835645372,0.01010911577351669,0.00016056506212868207
500,1744,0.01031549869594572,0.010169499255031723,0.0001459994409139971
500,1745,0.010354427144086355,0.010223287213664356,0.00013113993042199873
500,1746,0.010386386844985034,0.0102703714650508,0.00011601537993423394
500,1747,0.010411312516442178,0.01031065698595457,0.00010065553048760854
500,1748,0.010429153151149517,0.010344062233527733,8.509091762178358e-05
500,1749,0.010439872190470914,0.010370519420095887,6.935277037502761e-05
500,1750,0.010443447649167338,0.010389974742172072,5.347290699526594e-05
500,1751,0.010439872190470914,0.010402388562617495,3.748362785341991e-05
500,1752,0.010429153151149517,0.010407735545086663,2.1417606062853686e-05
500,1753,0.010411312516442178,0.010406004740119115,5.30777632306266e-06
500,1754,0.010386386844985036,0.010397199622468697,1.0812777483661454e-05
500,1755,0.010354427144086357,0.010381338079492368,2.691093540601111e-05
500,1756,0.010315498695945724,0.010358452350652792,4.295365470706816e-05
500,1757,0.010269680835645374,0.010328588918420891,5.890808277551722e-05
500,1758,0.010217066681969584,0.01029180835109462,7.474166912503633e-05
500,1759,0.010157762822329343,0.010248185098277303,9.042227594796039e-05
500,1760,0.010091888953283203,0.010197807239981392,0.00010591828669818948
500,1761,0.0100195774783498,0.01014077619054009,0.00012119871219028883
500,1762,0.00994097306500172,0.010077206358718796,0.0001362332937170762
500,1763,0.0098562321629134,0.010007224765619497,0.00015099260270609767
500,1764,0.009765522485706097,0.009930970622162577,0.00016544813645648013
500,1765,0.009669022458590039,0.009848594868111427,0.0001795724095213884
500,1766,0.00956692063444657,0.009760259674774252,0.00019333904032768287
500,1767,0.009459415081020923,0.009666137913673822,0.00020672283265289922
500,1768,0.009346712742008188,0.00956641259361874,0.0002196998516105532
500,1769,0.009229028774910978,0.00946127626873829,0.00023224749382731204
500,1770,0.009106585868626466,0.009350930420156492,0.0002443445515300253
500,1771,0.008979613543782744,0.009235584814078966,0.00025597127029622184
500,1772,0.00884834743888961,0.009115456839148326,0.00026710940025871655
500,1773,0.008713028585396854,0.008990770825989505,0.00027774224059265093
500,1774,0.008573902674763921,0.00886175735191577,0.00028785467715184906
500,1775,0.008431219320638731,0.008728652533798792,0.0002974332131600605
500,1776,0.008285231319220513,0.008591697312122167,0.0003064659929016538
500,1777,0.008136193910842462,0.008451136729237446,0.00031494281839498407
500,1778,0.00798436404575493,0.008307219204825005,0.0003228551590700752
500,1779,0.007829999657019813,0.0081601958115295,0.00033019615450968764
500,1780,0.00767335894334192,0.008010319553691707,0.00033696061034978707
500,1781,0.007514699664564695,0.007857844652035484,0.00034314498747078925
500,1782,0.007354278452446179,0.007703025837091324,0.0003487473846451447
500,1783,0.007192350139207668,0.007546117654047173,0.00035376751483950485
500,1784,0.007029167106213097,0.007387373781613412,0.00035820667540031534
500,1785,0.006864978654992676,0.007227046367373368,0.00036206771238069153
500,1786,0.006700030402671086,0.007065385381964083,0.0003653549792929974
500,1787,0.006534563703699292,0.006902637994295402,0.00036807429059611003
500,1788,0.006368815099621478,0.0067390479698698005,0.0003702328702483229
500,1789,0.006203015798435286,0.006574855094111855,0.00037183929567656884
500,1790,0.00603739118492619,0.006410294622455755,0.0003729034375295646
500,1791,0.005872160363176269,0.006245596758773231,0.00037343639559696187
500,1792,0.005707535732265138,0.0060809861635535535,0.00037345043128841557
500,1793,0.0055437225959976315,0.005916681493073116,0.0003729588970754847
500,1794,0.00538091880730991,0.005752894970615721,0.00037197616330581114
500,1795,0.005219314447824279,0.005589831990627023,0.0003705175428027445
500,1796,0.005059091542844079,0.005427690756508936,0.00036859921366485734
500,1797,0.00490042381190471,0.005266661952583033,0.0003662381406783228
500,1798,0.004743476454825899,0.005106928450577331,0.0003634519957514317
500,1799,0.004588405973044878,0.004948665050819129,0.0003602590777742514
500,1800,0.004435360025850899,0.004792038258148874,0.00035667823229797516
500,1801,0.0042844773209892205,0.004637206092407177,0.0003527287714179565
500,1802,0.004135887538958168,0.004484317933189891,0.00034843039423172305
500,1803,0.0039897112901866195,0.004333514398415508,0.0003438031082288887
500,1804,0.003846060104151964,0.0041849272561055445,0.00033886715195358044
500,1805,0.0037050364493804878,0.00403867936864286,0.00033364291926237227
500,1806,0.0035667337831639745,0.0038948846686454584,0.00032815088548148385
500,1807,0.0034312366297280265,0.003753648165474805,0.0003224115357467784
500,1808,0.0032986206854997346,0.003615065981288407,0.00031644529578867247
500,1809,0.0031689529500448514,0.003479225415446737,0.00031027246540188576
500,1810,0.003042291881177701,0.003346205035994788,0.00030391315481708694
500,1811,0.0029186875726906645,0.0032160747968587606,0.00029738722416809606
500,1812,0.002798181953104195,0.0030888961793288203,0.0002907142262246255
500,1813,0.0026808090038027703,0.0029647223563394427,0.0002839133525366724
500,1814,0.0025665949948968096,0.0028435983780096628,0.00027700338311285313
500,1815,0.0024555587371350965,0.0027255613768664053,0.0002700026397313088
500,1816,0.0023477118481864,0.002610640791144861,0.0002629289429584608
500,1817,0.0022430590316123273,0.00249885860454037,0.0002557995729280428
500,1818,0.002141598366865644,0.0023902296007762003,0.0002486312339105563
500,1819,0.002043321608668878,0.002284761631350648,0.00024144002268176997
500,1820,0.0019482144941564824,0.0021824558948346524,0.00023424140067816995
500,1821,0.0018562570561996795,0.0020833072261072197,0.0002270501699075402
500,1822,0.0017674239413758004,0.001987304393939908,0.0002198804525641077
500,1823,0.0016816847310928641,0.0018944304053729775,0.00021274567428011338
500,1824,0.0015990042644347896,0.0018046628153640207,0.0002056585509292311
500,1825,0.0015193429613523494,0.0017179740402344706,0.00019863107888212122
500,1826,0.0014426571448892098,0.0016343316734896915,0.0001916745286004817
500,1827,0.001368899361200516,0.0015536988026439444,0.0001847994414434285
500,1828,0.0012980186961929004,0.0014760343257417116,0.0001780156295488112
500,1829,0.001229961087688925,0.0014012932663311267,0.00017133217864220168
500,1830,0.0011646696320952161,0.0013294270857130157,0.00016475745361779954
500,1831,0.0011020848846313846,0.0012603839913597273,0.00015829910672834273
500,1832,0.0010421451522556596,0.00119410924047093,0.00015196408821527025
500,1833,0.0009847867785025039,0.0011305454377083886,0.0001457586592058847
500,1834,0.0009299444195268107,0.0010696328262277963,0.00013968840670098561
500,1835,0.000877551310728132,0.0010113095712025618,0.00013375826047442977
